Film,Commentaire,Sentiment
Intouchable,Un film exceptionnel ! J'irais le revoir dans la semaine obligé !,Positif
Intouchable,"Magnifique film. Excellent jeux des acteurs Omar Sy et François Cluzet. Une histoire vraie très attendrissante et touchante. Entre rire et tendresse. Film à voir absolument en famille. A ne pas louper ! . Un excellent divertissement. Le succès de ce film est très mérité. Et j’espère que les acteurs et le film seront récompensés lors de la prochaine session des Césars et pourquoi pas l’envoyer à la cérémonie des Oscars afin qu’ils soient primés car je crois que les Américains seraient très touchés par cette histoire , par le film et le jeux des acteurs François Cluzet & Omar Sy...Un Chef d'oeuvre !",Positif
Intouchable,"Film exceptionnel , et qui fait l' unanimité autour de moi . Je partage pleinement ce jugement . J' ai passé , en le voyant , un des meilleurs moments de cinéma de ma vie . Quel film ! je n' y ai trouvé aucun défaut , aussi bien dans la réalisation , que dans l' écriture du scénario , et l' interprétation de tous les acteurs . Même ceux jouant de petits rôles sont bons , et tout le monde peut revendiquer sa part dans le succès garanti de ce film . Il y a plein d' opposition dans ce film : opposition de race et de classes sociales chez le couple d' acteurs principaux , donc de vie , de comportements face à cette dernière , de situations favorables pour l' un , bien difficiles pour l' autre ; mais tout çà ne sent pas le manichéisme , tant c"" est merveilleusement traité , par l' humour énorme dont est dotée l'histoire , mais aussi la tendresse , la bienveillance dont Omar Sy et François Cluzet font part entre eux ; le duo fonctionne à merveille et devrait logiquement se retrouver aux prochains Césars . Tous deux m' ont étonné dans leur jeu , Omar Sy par son extraordinaire puissance comique si naturelle qu' il n' a pas besoin de se forcer ( bien des phrases de son dialogue vont devenir cultes ) ; François Cluzet par son jeu puissant de regards , d' expressions du visage , puisque c' est la seule partie de son corps avec laquelle il peut s' exprimer ; les deux acteurs sont pétris d' humanité l' un envers l' autre , malgré tout ce qui les sépare ( condition sociale et ses conséquences , goûts personnels , comportements dans la vie ) . mais leur amitié va les amener vers de grandes et belles choses , qui nous font le plus grand bien , humainement parlant . La fin est aussi bouleversante qu' inattendue ; je ne vous la dévoilerai pas ! Courez vite voir ce film , assurément la meilleure comédie de toute l' année ; je lui prédis le même succès public que "" Bienvenue chez les Ch'tis "" , à coup sûr . Et ce sera amplement mérité !",Positif
Intouchable,"C'est un film très motivant qui nous rappelle que nous ne savons jamais quand la chance va nous sourire ou quand nous allons rencontrer la personne qui va changer notre vie. Il nous rappelle également les valeurs de l'amitié, car personne ne croirait qu'ils finiraient par être les meilleurs amis du monde.",Positif
Intouchable,"J’ai vraiment aimé le film. Elle est pleine de moments amusants. Le film vous fait aussi penser à certains moments et a un très beau message. Les acteurs sont aussi très bons et la musique et la photographie aussi. Je recommande ce film à tout le monde car il est très amusant, mais il a aussi un très bon message. Je lui donne cinq étoiles!n(oUwUo)n",Positif
Intouchable,"Une petite perle du cinéma français, ça fait longtemps que j'avais pas autant rie devant une comédie française. Le duo Cluzet - Sy est magnifique et fonctionne très bien, on sent une réelle complicité entre les 2 acteurs.Film à voir et à revoir !",Positif
Intouchable,"Je ne suis pas un grand consommateur de film Français, mais celui-ci est excellent. Un mélange entre l""humour et l'émotion qui comblera tout les spectateurs, ainsi qu'un rôle d'acteur super ! A voir absolument !!",Positif
Intouchable,Vraiment nul le film part d'un bon fond et d'une idée sympa mais sans le retranscrire de façon touchante a mes yeux,Positif
Intouchable,"Un chef d'oeuvre touchant qui est très marrant, Omar Sy et François Cluzet sont parfait, Eric Toledano et Olivier Nakache sont d'excellents réalisateurs et ils le montrent avec ce film. Tout simplement un film MAGNIFIQUE.",Positif
Intouchable,"Un chef d'œuvre autant au cinéma qu'à la télé : des acteurs magistraux, une histoire touchante et parfaitement filmée. Sans oublier quelques petites vannes bien placées !",Positif
Intouchable,Intouchables est un excellent film dans un cinéma français qui commençais à périr lentement. Intouchables est avant tout un film avec un scénario original et travaillé accompagné d'un humour simple et efficace. On peut aussi noter la performance des acteurs (surtout Omar Sy) ce qui donne des scènes tout simplement exceptionnelle. Malgré un léger ennui présent le film reste captivant à chaque instant ce qui devient rare. En gros intouchables est un chef d’œuvre !,Positif
Intouchable,"D'abord j'étais pas trop chaud,puis finalement je me suis laisser convaincre pour un prêt par un copain.Finalement j'ai trouvé ça génial.Tiré d'une histoire vraie,elle est drôle et émouvante à la fois.Je me suis même surpris à rire tout seul.Pas le genre de film à mettre dans ma dvdthèque mais en y réflichissant ...pourquoi pas?Franchement si vous ne l'avez pas encore vu il serait temps....A voir et revoir",Positif
Intouchable,Un super film à la fois drôle et émouvant par moments...2 heures de bonheur en faitJe le conseille à tous petits et grands,Positif
Intouchable,"Quand j'ai vu pour la première fois sa bande-annonce, avant même de connaître son succès, j'étais loin de m'imaginer que j'aurais regardé les ""Intouchables"" et surtout que je l'aurais acheté en Blu-Ray. Pourtant, c'est ce que j'ai fait, et c'est sans regret ! Alors qu'il pourrait sembler triste et ennuyeux, il est tout son contraire : drôle et vivant ! Très bon film profondément humain centré sur un thème sensible et réel. A voir et à revoir !!!",Positif
Intouchable,"Très beau film !! Pour moi bien meilleur que des films comme ""Bienvenue chez les chtis"".Alliage parfait de l'humour et du drame. Sans pour autant tomber dans la parodie....Vraiment allez voir ce film, un carton au box office ne serait que mérité.",Positif
Intouchable,"J’ai été comblé par les films Français en octobre avec « Les hommes libres » et « Polisse », mais je crois que «Intouchables » me transporte directement au septième ciel ! Tiré d’un fait réel et tragique, les interprétations de François Cluzet et Omar Sy sont à couper le souffle tellement on aime. On est en face d’une interprétation au combien difficile du grand M.Cluzet jouant le rôle d’un tétraplégique à la recherche du bonheur. Et de l’autre coté, Omar Sy est la surprise, il transmet aux spectateurs une émotion travaillée : touchant, émouvant, et hilarant. Une bonne dose d’humour, des vannes sur tous les sujets, sans aucune lourdeur, Omar Sy dans ce domaine maitrise le sujet !",Positif
Intouchable,"Gros mort de rire aux 2 % de personnes qui ont mis un 0,5 à ce chef-d'oeuvre uniquement pour baisser la note et pour ce foutre de la tronche du Monde, Ce film ne doit être raté en aucun cas : Drôle, émouvant, touchant, des acteurs plus vrais que nature, Ce film est tout simplement MAGNIFIQUE ! Film de l'année 2011 ! =D",Positif
Intouchable,"J'ai adoré ce film, tellement plein d'émotions. Les 2 acteurs principaux sont absolument géniaux. Enfin du vrai cinéma!",Positif
Intouchable,"Magnifique film, à la fois drôle et touchant, un duo d'acteur au sommet de l'heure art !! quelle complicité !Franchement le casting est superbe, bravo pour ce bon moment de cinéma.A VOIR ABSOLUMENT.",Positif
Intouchable,Enfin une comédie française drôle en dehors de sa bande annonce. On rit mais on est aussi touché. Les acteurs sont au summum les répliques cultes s'enchainent. A voir et mêmea revoir,Positif
Intouchable,"Inattendu, intriguant, émouvant et franchement drôle! La complicité à l'écran entre François Cluzet et Omar Sy parachève un très bel opus du cinéma français, qui ne manquera pas de marquer les mémoires.",Positif
Intouchable,"Un film beau,très drôle et touchant !Un film qui plaira a tout le monde.",Positif
Intouchable,exellent !!!!!! a voir d urgence ce film merite un 20/20 l un des meilleurs films français de tous les temps,Positif
Intouchable,"À la fois drôle et touchant, c'est un magnifique film prouvant que le handicap peut être perçu différemment.",Positif
Intouchable,"Une comédie tout bonnement originale, rafraîchissante, légère, une vraie cure de jouvence en cette période de froid qui arrive :-)",Positif
Intouchable,Un film vraiment touchant qui mérite le succès qu on lui donne! Un film qui peut plaire à toutes les générations!,Positif
Intouchable,"Juste un pur bijou.les jeux d'acteur,le scénar,la mise en scène...bluffant de réalisme et d'humour.respect et robustesse pour ce film.",Positif
Intouchable,"Je n'ai pas trouvé que c'était un chef d'oeuvre, mais c'est un beau film qui il nous touche par son envie de ne pas en faire trop dans l'émotion, malgré le sujet ! un film intéressant donc !",Positif
Intouchable,"Un film Incontournable... On y partage des joies, des peines, de la compassion, des rires... Les deux acteurs jouent leur a merveille ! A voir absolument !!",Positif
Intouchable,"De l'humour oui sans aucun doute, mais aussi et surtout une leçon de vie merveilleusement bien jouée ... À voir absolument!",Positif
Intouchable,"L'histoire se déroule au centre de Paris. Philippe, un handicapé riche, voudrait un assistant pour lui occuper. Driss, un chômeur sénégalais, passe cette entretien d'embauche. D'abord, Driss ne veut pas travailler, il veut seulement un assedic. Mais étonnamment, Philippe accepte Driss, qui n'a pas d'experience de s'occuper un handicapé. La vie luxuriouse et intouchable, les deux personnage sont tellement différents. Mais Philippe et Driss, ils s'entendent bien.Selon moi, ce film est une consécration. Il est drôle mais aussi émouvant. Il réchauffe mon cœur et donneà réfléchir sur l'amitié entre deux personnes qui viennent deux classes différentes.Le scénario est bon, il y a beaucoup de phrases qui sont classiques et positives. Des acteurs sont remarquables. François, qui joue Philippe, il a l'air un handicapé dans le film! La musique du film est belle, surtout la musique dans la scène de la soirée de Philippe. Classique et populaire, elles nouent harmonieusement, comme l'amitié de Philippe et Driss.En bref, c'est un véritable chef-d'œuvre, je le recommande!",Positif
Intouchable,"Excellent, je le recommande a tous!!!!!!! Le jeux des acteurs sont magnifiques, c'est rigolo et touchant a la fois, les dialogues sont super.",Positif
Intouchable,"J'adore ce film ! J'adore Ludovico Eunaudi ! J'adore les acteurs ! Bref j'adhère ! Sublime film, a voir, pour ceux qui trouvent que ca tourne a l'excès et que ce n'est pas réaliste : ""C'EST UNE HISTOIRE VRAI !""",Positif
Intouchable,"C'est un film énorme, plein d'émotion, d'humour, un vrai régal. Du pur bonheur pendant 2h, je le conseille vraiment, Omar et Cluzet sont excellents.",Positif
